publisher,journal_title,acronym,issn,eissn,oa_model,subject_area,imprint,scope,journal_url,index_wos,scopus_covered,jif_2024,jif_quartile,citescore_2024,citescore_quartile,sjr_2024,sjr_quartile,best_quartile,quartile_basis,list_context,source_file,source_sheet,source_row
Springer Nature,BMC Methods,,,3004-8729,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,110
Springer Nature,BMC Microbiology,,,1471-2180,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,111
Springer Nature,BMC Molecular and Cell Biology,,,2661-8850,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,112
Springer Nature,BMC Musculoskeletal Disorders,,,1471-2474,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,113
Springer Nature,BMC Nephrology,,,1471-2369,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,114
Springer Nature,BMC Neurology,,,1471-2377,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,115
Springer Nature,BMC Neuroscience,,,1471-2202,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,116
Springer Nature,BMC Nursing,,,1472-6955,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,117
Springer Nature,BMC Nutrition,,,2055-0928,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,118
Springer Nature,BMC Ophthalmology,,,1471-2415,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,119
Springer Nature,BMC Oral Health,,,1472-6831,Fully Open Access,Dentistry,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,120
Springer Nature,BMC Palliative Care,,,1472-684X,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,121
Springer Nature,BMC Pediatrics,,,1471-2431,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,122
Springer Nature,BMC Pharmacology and Toxicology,,,2050-6511,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,123
Springer Nature,BMC Plant Biology,,,1471-2229,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,124
Springer Nature,BMC Plastic and Reconstructive Surgery,,,3059-3697,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,125
Springer Nature,BMC Pregnancy and Childbirth,,,1471-2393,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,126
Springer Nature,BMC Primary Care,,,2731-4553,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,127
Springer Nature,BMC Psychiatry,,,1471-244X,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,128
Springer Nature,BMC Psychology,,,2050-7283,Fully Open Access,Psychology,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,129
Springer Nature,BMC Public Health,,,1471-2458,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,130
Springer Nature,BMC Pulmonary Medicine,,,1471-2466,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,131
Springer Nature,BMC Research Notes,,,1756-0500,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,132
Springer Nature,BMC Rheumatology,,,2520-1026,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,133
Springer Nature,"BMC Sports Science, Medicine and Rehabilitation",,,2052-1847,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,134
Springer Nature,BMC Surgery,,,1471-2482,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,135
Springer Nature,BMC Urology,,,1471-2490,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,136
Springer Nature,BMC Veterinary Research,,,1746-6148,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,137
Springer Nature,BMC Women's Health,,,1472-6874,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,138
Springer Nature,BMC Zoology,,,2056-3132,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,139
Springer Nature,Bone Research,,,2095-6231,Fully Open Access,Medicine & Public Health,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,140
Springer Nature,Borderline Personality Disorder and Emotion Dysregulation,,,2051-6673,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,141
Springer Nature,Botanical Studies,,,1999-3110,Fully Open Access,Life Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,142
Springer Nature,Boundary Value Problems,,,1687-2770,Fully Open Access,Mathematics,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,143
Springer Nature,Brain Informatics,,,2198-4026,Fully Open Access,Computer Science,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,144
Springer Nature,Breast Cancer Research,,,1465-542X,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,145
Springer Nature,Cambridge Journal of Evidence-Based Policing,,,2520-1336,Fully Open Access,Criminology and Criminal Justice,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,146
Springer Nature,Cancer & Metabolism,,,2049-3002,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,147
Springer Nature,Cancer Cell International,,,1475-2867,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,148
Springer Nature,Cancer Imaging,,,1470-7330,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,149
Springer Nature,"Cancer Immunology, Immunotherapy",,,1432-0851,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,150
Springer Nature,Cancer Nanotechnology,,,1868-6966,Fully Open Access,Materials Science,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,151
Springer Nature,Carbon Balance and Management,,,1750-0680,Fully Open Access,Environment,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,152
Springer Nature,Cardio-Oncology,,,2057-3804,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,153
Springer Nature,Cardiovascular Diabetology,,,1475-2840,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,154
Springer Nature,Cardiovascular Diabetology – Endocrinology Reports,,,2055-8260,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,155
Springer Nature,Cardiovascular Ultrasound,,,1476-7120,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,156
Springer Nature,Catal,,,3059-2801,Fully Open Access,Chemistry,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,157
Springer Nature,Cell & Bioscience,,,2045-3701,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,158
Springer Nature,Cell Biology and Toxicology,,,1573-6822,Fully Open Access,Life Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,159
Springer Nature,Cell Communication and Signaling,,,1478-811X,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,160
Springer Nature,Cell Death & Disease,,,2041-4889,Fully Open Access,Life Sciences,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,161
Springer Nature,Cell Death Discovery,,,2058-7716,Fully Open Access,Life Sciences,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,162
Springer Nature,Cell Discovery,,,2056-5968,Fully Open Access,Life Sciences,Springer Nature,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,163
Springer Nature,Cell Division,,,1747-1028,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,164
Springer Nature,Cellular & Molecular Biology Letters,,,1689-1392,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,165
Springer Nature,Cellular and Molecular Life Sciences,,,1420-9071,Fully Open Access,Life Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,166
Springer Nature,Cellular and Molecular Neurobiology,,,1573-6830,Fully Open Access,Biomedicine,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,167
Springer Nature,Cellular Oncology,,,2211-3436,Fully Open Access,Biomedicine,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,168
Springer Nature,Chemical and Biological Technologies in Agriculture,,,2196-5641,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,169
Springer Nature,Child and Adolescent Psychiatry and Mental Health,,,1753-2000,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,170
Springer Nature,Chinese Medicine,,,1749-8546,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,171
Springer Nature,Chiropractic & Manual Therapies,,,2045-709x,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,172
Springer Nature,City and Built Environment,,,2435-7936,Fully Open Access,Geography,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,173
Springer Nature,"City, Territory and Architecture",,,2195-2701,Fully Open Access,Geography,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,174
Springer Nature,Clean Oceans,,,3059-295X,Fully Open Access,Environment,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,175
Springer Nature,Clinical and Experimental Medicine,,,1591-9528,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,176
Springer Nature,Clinical and Molecular Allergy,,,1476-7961,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,177
Springer Nature,Clinical Epigenetics,,,1868-7083,Fully Open Access,Biomedicine,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,178
Springer Nature,Clinical Proteomics,,,1559-0275,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,179
Springer Nature,Cognitive Research: Principles and Implications,,,2365-7464,Fully Open Access,Psychology,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,180
Springer Nature,Communications Biology,,,2399-3642,Fully Open Access,Life Sciences,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,181
Springer Nature,Communications Chemistry,,,2399-3669,Fully Open Access,Chemistry,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,182
Springer Nature,Communications Earth & Environment,,,2662-4435,Fully Open Access,Environment,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,183
Springer Nature,Communications Materials,,,2662-4443,Fully Open Access,Materials Science,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,184
Springer Nature,Communications Medicine,,,2730-664X,Fully Open Access,Medicine & Public Health,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,185
Springer Nature,Communications Physics,,,2399-3650,Fully Open Access,Physics,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,186
Springer Nature,Communications Engineering,,,2731-3395,Fully Open Access,Engineering,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,187
Springer Nature,Communications Psychology,,,2731-9121,Fully Open Access,Psychology,Nature Portfolio,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,188
Springer Nature,Companion Animal Health and Genetics,,,3059-3255,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,189
Springer Nature,Comparative Migration Studies,,,2214-594X,Fully Open Access,Social Sciences,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,190
Springer Nature,complex & intelligent systems,,,2198-6053,Fully Open Access,Engineering,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,191
Springer Nature,Computational Science and Engineering,,,2948-1597,Fully Open Access,Mathematics,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,192
Springer Nature,Computing and Software for Big Science,,,2510-2044,Fully Open Access,Physics,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,193
Springer Nature,Conflict and Health,,,1752-1505,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,194
Springer Nature,Contraception and Reproductive Medicine,,,2055-7426,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,195
Springer Nature,Cost Effectiveness and Resource Allocation,,,1478-7547,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,196
Springer Nature,Crime Science,,,2193-7680,Fully Open Access,Criminology and Criminal Justice,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,197
Springer Nature,Critical Care,,,1364-8535,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,198
Springer Nature,CVIR Endovascular,,,2520-8934,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,199
Springer Nature,CVIR Oncology,,,3059-2003,Fully Open Access,Medicine & Public Health,Springer,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,200
Springer Nature,Dairy Science and Management,,,3005-0707,Fully Open Access,Life Sciences,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,201
Springer Nature,Diabetology & Metabolic Syndrome,,,1758-5996,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,202
Springer Nature,Diagnostic and Prognostic Research,,,2397-7523,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,203
Springer Nature,Diagnostic Pathology,,,1746-1596,Fully Open Access,Medicine & Public Health,BioMed Central,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,204
Springer Nature,Discover Agriculture,,,2731-9598,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,205
Springer Nature,Discover Analytics,,,2731-8117,Fully Open Access,Business and Management,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,206
Springer Nature,Discover Animals,,,3004-894X,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,207
Springer Nature,Discover Applied Sciences,,,3004-9261,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,208
Springer Nature,Discover Artificial Intelligence,,,2731-0809,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,209
Springer Nature,Discover Atmosphere,,,2948-1554,Fully Open Access,Earth Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,210
Springer Nature,Discover Bacteria,,,3004-9768,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,211
Springer Nature,Discover Biotechnology,,,3004-8907,Fully Open Access,Chemistry,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,212
