publisher,journal_title,issn,eissn,journal_url,subject_area,scope,oa_model,fee_route,institution,apc_payable,other_fees,eligibility,agreement_start,agreement_end,annual_cap,article_types,evidence_status,record_status,source_url,policy_url,checked_on,source_updated,source_file,source_row,license,languages,country,doaj_url,instructions_url,apc_information_url,other_fees_url,source_record_id,notes
Associação de Investigadores da Imagem em Movimento,Aniki: Revista Portuguesa da Imagem em Movimento,,2183-1750,http://www.aim.org.pt/aniki,Fine Arts: Visual arts | Language and Literature: Literature (General): Drama: Motion pictures,"film studies, digital cultures, video, moving image, film history, film theory",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://aim.org.pt/ojs/index.php/revista/about/submissions,2026-09-19,2021-07-26T08:18:29Z,no_apc_open_access.csv,776,CC BY,"Spanish, Portuguese, French, English",Portugal,https://doaj.org/toc/5e94c7e010af482c9db666b280d59ab2,https://aim.org.pt/ojs/index.php/revista/about/submissions,https://aim.org.pt/ojs/index.php/revista/about/submissions,,5e94c7e010af482c9db666b280d59ab2,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação de Medicina Intensiva Brasileira,Revista Brasileira de Terapia Intensiva,0103-507X,1982-4335,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-507X&lng=en&nrm=iso,Medicine: Internal medicine: Medical emergencies. Critical care. Intensive care. First aid,"intensive medicine, intensive care, evidencebased medicine, emergency care",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://www.scielo.br/revistas/rbti/iinstruc.htm#02,2026-09-19,2025-12-29T17:55:14Z,no_apc_open_access.csv,777,CC BY-NC,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/8ba527d6fa9f4f80afdbd61e47c9eaba,http://www.scielo.br/revistas/rbti/iinstruc.htm,http://www.scielo.br/revistas/rbti/iinstruc.htm#02,,8ba527d6fa9f4f80afdbd61e47c9eaba,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação de Professores de Expressão e Comunicação Visual – APECV,Invisibilidades,,1647-0508,https://www.apecv.pt/revista-invisibilidades/,Fine Arts: Visual arts | Education,"arts education, cultural studies, arts, social sciences, education, education through the arts",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.apecv.pt/envio-de-trabalhos-revista-invisibilidades/,2026-09-19,2026-01-29T17:51:59Z,no_apc_open_access.csv,778,CC BY-NC-ND,"English, Spanish, Portuguese",Portugal,https://doaj.org/toc/a8eb7833fdf2437d8174cc27c2d4f11e,https://www.apecv.pt/envio-de-trabalhos-revista-invisibilidades/,https://www.apecv.pt/envio-de-trabalhos-revista-invisibilidades/,,a8eb7833fdf2437d8174cc27c2d4f11e,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação de Psiquiatria do Rio Grande do Sul,Trends in Psychiatry and Psychotherapy,2237-6089,2238-0019,https://www.scielo.br/j/trends/,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry,"human sciences, psychotherapy, psychiatry, mental health",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.scielo.br/journal/trends/about/#about,2026-09-19,2026-04-29T15:33:20Z,no_apc_open_access.csv,779,CC BY,English,Brazil,https://doaj.org/toc/40478936e6f64c31b0c7363066b0296d,https://www.scielo.br/journal/trends/about/#instructions,https://www.scielo.br/journal/trends/about/#about,,40478936e6f64c31b0c7363066b0296d,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Direitos Humanos em Rede,Sur: International Journal on Human Rights,1806-6445,1983-3342,http://sur.conectas.org/en/,Law | Political science: International relations | Social Sciences: Social sciences (General),"human rights, civil society, south-south relations, global south",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://sur.conectas.org/en/about/,2026-09-19,2020-04-11T16:13:16Z,no_apc_open_access.csv,780,CC BY-NC-ND,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/dda19e1ac2ab43c89648f6a35bed9377,https://sur.conectas.org/en/about/,https://sur.conectas.org/en/about/,https://sur.conectas.org/en/about/,dda19e1ac2ab43c89648f6a35bed9377,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação dos Docentes da Universidade Estácio de Sá,Dissertar,1676-0867,,http://revistadissertar.adesa.com.br,Education: Education (General) | Social Sciences: Social sciences (General),"education, teaching, technology",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://revistadissertar.adesa.com.br/index.php/revistadissertar/politicadetaxas,2026-09-19,2023-11-27T14:05:22Z,no_apc_open_access.csv,781,CC BY-NC,Portuguese,Brazil,https://doaj.org/toc/1ee418fe8d2e42efbac746316295a141,http://revistadissertar.adesa.com.br/index.php/revistadissertar/about,http://revistadissertar.adesa.com.br/index.php/revistadissertar/politicadetaxas,,1ee418fe8d2e42efbac746316295a141,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação dos Farmacêuticos do Vale do Aço,Journal of Applied Pharmaceutical Sciences,,2358-3495,http://japhac.wix.com/japhac,Medicine: Therapeutics. Pharmacology | Medicine: Pharmacy and materia medica,"pharmacy, sciences, public health",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://japhac.wix.com/japhac#!about2/c4nz,2026-09-19,2022-05-02T09:06:23Z,no_apc_open_access.csv,782,CC BY-ND,"Portuguese, English",Brazil,https://doaj.org/toc/0483412699b8480f9c95cdbcb754d59b,http://japhac.wix.com/japhac#!instructions/c1oqg,http://japhac.wix.com/japhac#!about2/c4nz,,0483412699b8480f9c95cdbcb754d59b,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação dos Geógrafos Brasileiros Seção Três Lagoas,"Revista Eletrônica da Associação dos Geógrafos Brasileiros, Seção Três Lagoas",,1808-2653,https://periodicos.ufms.br/index.php/RevAGB/,Geography. Anthropology. Recreation: Geography (General),"human geography, geography, environmental sciences, agrarian sciences, physical geography, urban geography",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://periodicos.ufms.br/index.php/RevAGB/about,2026-09-19,2022-01-09T13:57:25Z,no_apc_open_access.csv,783,CC BY-NC,"French, Spanish, English, Portuguese",Brazil,https://doaj.org/toc/a5f3d18125c147b6ac87a4d85e1f1107,https://periodicos.ufms.br/index.php/RevAGB/about/submissions,https://periodicos.ufms.br/index.php/RevAGB/about,,a5f3d18125c147b6ac87a4d85e1f1107,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
"Associação dos Geógrafos Brasileiros, Seção de Porto Alegre",Boletim Gaùcho de Geografia,0101-7888,2357-9447,http://seer.ufrgs.br/bgg,Geography. Anthropology. Recreation: Geography (General) | Political science: International relations,"place, region, environment, urban space, territory, geography",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://seer.ufrgs.br/index.php/bgg/about/editorialPolicies#focusAndScope,2026-09-19,2021-02-10T13:33:14Z,no_apc_open_access.csv,784,CC BY,"Spanish, Portuguese",Brazil,https://doaj.org/toc/e5ca08f045c14710af74b354b304dbd1,http://seer.ufrgs.br/index.php/bgg/about/submissions#authorGuidelines,http://seer.ufrgs.br/index.php/bgg/about/editorialPolicies#focusAndScope,,e5ca08f045c14710af74b354b304dbd1,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Estudos em Design,Estudos em Design,0104-4249,1983-196X,https://estudosemdesign.emnuvens.com.br/design/index,Fine Arts: Drawing. Design. Illustration,"design, digital media, graphic design",Open access,no_apc_oa,any,0,yes,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://estudosemdesign.emnuvens.com.br/design/about/submissions#authorFees,2026-09-19,2022-08-17T16:28:27Z,no_apc_open_access.csv,785,CC BY-NC,"English, Portuguese",Brazil,https://doaj.org/toc/55ca2d7f49994fba97e4cad8d9229cb1,https://estudosemdesign.emnuvens.com.br/design/about/submissions#authorGuidelines,https://estudosemdesign.emnuvens.com.br/design/about/submissions#authorFees,https://estudosemdesign.emnuvens.com.br/design/about/submissions#authorFees,55ca2d7f49994fba97e4cad8d9229cb1,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Internacional de Lusitanistas,Veredas,0874-5102,2183-816X,https://revistaveredas.org/index.php/ver/index,Language and Literature: Literature (General) | Geography. Anthropology. Recreation: Manners and customs (General),"culture of portuguese-speaking countries, literature",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://revistaveredas.org/index.php/ver/about,2026-09-19,2024-01-23T06:54:31Z,no_apc_open_access.csv,786,"CC BY, CC BY-NC","Portuguese, English, Spanish",Portugal,https://doaj.org/toc/ba899372a8804f06adaca49a00675fbb,https://revistaveredas.org/index.php/ver/about/submissions,https://revistaveredas.org/index.php/ver/about,,ba899372a8804f06adaca49a00675fbb,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Latino-americana de Estudos do Discurso,ALED,,2447-9543,https://periodicos.unb.br/index.php/raled,Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar: Discourse analysis | Social Sciences: Social sciences (General),"discourse studies, latin america",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://periodicos.unb.br/index.php/raled/about,2026-09-19,2024-02-29T08:41:47Z,no_apc_open_access.csv,787,CC BY-NC-ND,"Spanish, Portuguese",Brazil,https://doaj.org/toc/ab60824c819f43baaa82849bdc0bb8a9,https://periodicos.unb.br/index.php/raled/about/submissions,https://periodicos.unb.br/index.php/raled/about,,ab60824c819f43baaa82849bdc0bb8a9,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Multidisciplinar de Investigação Científica,Revista Angolana de Ciências,,2664-259X,https://publicacoes.scientia.co.ao/ojs2/index.php/rac,General Works,"social sciences, humanities, technology, engineering, science",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://publicacoes.scientia.co.ao/ojs/index.php/rac/about,2026-09-19,2026-06-10T19:05:54Z,no_apc_open_access.csv,788,CC BY-NC-SA,"Spanish, Portuguese",Angola,https://doaj.org/toc/5a228c57e7e948519a354ca8b2c3e38c,https://publicacoes.scientia.co.ao/ojs/index.php/rac/about/submissions,https://publicacoes.scientia.co.ao/ojs/index.php/rac/about,,5a228c57e7e948519a354ca8b2c3e38c,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Médica de Minas Gerais,Revista Médica de Minas Gerais,0103-880X,2238-3182,https://rmmg.org/Home,Medicine: Medicine (General),"medicine, health sciences",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.rmmg.org/conteudo/9#6,2026-09-19,2025-08-23T11:48:23Z,no_apc_open_access.csv,789,CC BY,"English, Portuguese",Brazil,https://doaj.org/toc/54ad8a9b7513428082df0a46f1574f18,https://www.rmmg.org/conteudo/9,https://www.rmmg.org/conteudo/9#6,,54ad8a9b7513428082df0a46f1574f18,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Estudos em Empreendedorismo e Gestão de Pequenas Empresas,Revista de Empreendedorismo e Gestão de Pequenas Empresas,,2316-2058,http://www.regepe.org.br/index.php/regepe/index,Social Sciences: Commerce: Business,"small business, management, entrepreneurship",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,superseded,https://doaj.org/csv,http://www.regepe.org.br/index.php/regepe/about/editorialPolicies#custom-7,2026-09-19,2024-02-28T08:10:02Z,no_apc_open_access.csv,790,CC BY,"Spanish, Portuguese",Brazil,https://doaj.org/toc/6df5edd9f713475fb474e0dd47249b10,http://www.regepe.org.br/index.php/regepe/about/submissions#authorGuidelines,http://www.regepe.org.br/index.php/regepe/about/editorialPolicies#custom-7,,6df5edd9f713475fb474e0dd47249b10,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Continued by: 2965-1506"
Associação Nacional de Estudos em Empreendedorismo e Gestão de Pequenas Empresas (ANEGEPE),Regepe Entrepreneurship and Small Business Journal,,2965-1506,https://regepe.org.br/,Social Sciences: Commerce: Business,"entrepreneurship, small business, management, entrepreneur",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://regepe.org.br/regepe/publication_fees,2026-09-19,2023-08-01T06:30:50Z,no_apc_open_access.csv,791,CC BY,"Spanish, Portuguese, English",Brazil,https://doaj.org/toc/334fd578c56443d2b2b69db4a5667fa3,https://regepe.org.br/regepe/about/submissions,https://regepe.org.br/regepe/publication_fees,,334fd578c56443d2b2b69db4a5667fa3,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de História (ANPUH),Revista Brasileira de História,0102-0188,1806-9347,https://www.scielo.br/j/rbh/,History (General) and history of Europe: History (General),history,Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.scielo.br/journal/rbh/about/#about,2026-09-19,2026-05-11T10:19:25Z,no_apc_open_access.csv,792,CC BY,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/10c1323c5f254705b322d72e2a02b450,https://www.scielo.br/journal/rbh/about/#instructions,https://www.scielo.br/journal/rbh/about/#about,,10c1323c5f254705b322d72e2a02b450,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de História - ANPUH,Revista História Hoje,,1806-3993,https://rhhj.anpuh.org/RHHJ/index,Education: Special aspects of education | History America: Latin America. Spanish America,"history, education, teaching",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://rhhj.anpuh.org/RHHJ/about,2026-09-19,2026-03-25T10:58:22Z,no_apc_open_access.csv,793,CC BY,"Spanish, English, Portuguese",Brazil,https://doaj.org/toc/7181f00474e34ea6b139ea0fa743f961,https://rhhj.anpuh.org/RHHJ/about/submissions,https://rhhj.anpuh.org/RHHJ/about,,7181f00474e34ea6b139ea0fa743f961,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de História - Seção Rio Grande do Sul - GT Acervos,Sillogés,,2595-4830,http://historiasocialecomparada.org/revistas/index.php/silloges,General Works: Museums. Collectors and collecting | Auxiliary sciences of history: Diplomatics. Archives. Seals,"history, museology, archives",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://historiasocialecomparada.org/revistas/index.php/silloges/about/editorialPolicies#openAccessPolicy,2026-09-19,2020-11-02T04:29:42Z,no_apc_open_access.csv,794,CC BY,"English, French, Portuguese, Spanish",Brazil,https://doaj.org/toc/9ee524c7bc9a4248bdaa6d616d638c53,http://historiasocialecomparada.org/revistas/index.php/silloges/about/submissions#onlineSubmissions,http://historiasocialecomparada.org/revistas/index.php/silloges/about/editorialPolicies#openAccessPolicy,http://historiasocialecomparada.org/revistas/index.php/silloges/about/editorialPolicies#openAccessPolicy,9ee524c7bc9a4248bdaa6d616d638c53,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Medicina do Trabalho,Revista Brasileira de Medicina do Trabalho,1679-4435,2447-0147,http://www.rbmt.org.br/,Medicine: Internal medicine: Special situations and conditions: Industrial medicine. Industrial hygiene,"occupational health, occupational medicine, mental health, health promotion",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://www.rbmt.org.br/instructions-for-authors,2026-09-19,2023-06-21T06:38:45Z,no_apc_open_access.csv,795,CC BY,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/91ff2e69fa5045f589ae957f314f1712,http://www.rbmt.org.br/instructions-for-authors,http://www.rbmt.org.br/instructions-for-authors,,91ff2e69fa5045f589ae957f314f1712,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de pesquisa e pós-graduação em Arquitetura e Urbanismo,Thésis,,2447-8679,https://thesis.anparq.org.br/revista-thesis,Fine Arts: Architecture,"architecture, urbanism, urban planning, history of architecture",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://thesis.anparq.org.br/revista-thesis/about,2026-09-19,2025-10-28T14:46:02Z,no_apc_open_access.csv,796,CC BY,"Spanish, English, Portuguese",Brazil,https://doaj.org/toc/646e5f25371e4ea1b4bc86602835d725,https://thesis.anparq.org.br/revista-thesis/about/submissions#authorGuidelines,https://thesis.anparq.org.br/revista-thesis/about,,646e5f25371e4ea1b4bc86602835d725,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pesquisa e Pós-Graduação em Ciência da Informação,Informação & Tecnologia,,2358-3908,http://periodicos.ufpb.br/ojs/index.php/itec,Technology: Technology (General): Industrial engineering. Management engineering: Information technology,"information science, computer science, cognitive science, information technology, management, law",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://periodicos.ufpb.br/ojs2/index.php/itec/about/editorialPolicies#peerReviewProcess,2026-09-19,2020-02-13T12:12:16Z,no_apc_open_access.csv,797,CC BY-NC-SA,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/09f931459e4d4d4d8a466188f80d60f9,http://periodicos.ufpb.br/ojs/index.php/itec/about/submissions#authorGuidelines,http://periodicos.ufpb.br/ojs2/index.php/itec/about/editorialPolicies#peerReviewProcess,http://periodicos.ufpb.br/ojs2/index.php/itec/about/editorialPolicies#peerReviewProcess,09f931459e4d4d4d8a466188f80d60f9,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pesquisa e Pós-Graduação em Música,Opus,0103-7412,1517-7017,http://www.anppom.com.br/revista/index.php/opus,Music and books on Music: Music,"musical education, ethnomusicology, musicology, music research, composition",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.anppom.com.br/revista/index.php/opus/about/editorialPolicies#custom-6,2026-09-19,2025-10-22T16:32:50Z,no_apc_open_access.csv,798,CC BY,Portuguese,Brazil,https://doaj.org/toc/b33a33b849cf4b3797531b1e43165f5d,https://www.anppom.com.br/revista/index.php/opus/about/submissions#authorGuidelines,https://www.anppom.com.br/revista/index.php/opus/about/editorialPolicies#custom-6,,b33a33b849cf4b3797531b1e43165f5d,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pesquisa em Financiamento da Educação,Fineduca,,2236-5907,https://seer.ufrgs.br/fineduca/,Education: Education (General) | Social Sciences,"educational financing, public budget, taxes, accountability, financial management, funds",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://seer.ufrgs.br/fineduca/index,2026-09-19,2021-05-23T20:43:06Z,no_apc_open_access.csv,799,CC BY,"Portuguese, Spanish, English",Brazil,https://doaj.org/toc/fc7c668d28584ca19f5673dd2aa58cb2,https://seer.ufrgs.br/fineduca/about/submissions#authorGuidelines,https://seer.ufrgs.br/fineduca/index,,fc7c668d28584ca19f5673dd2aa58cb2,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pós-graduação e Pequisa em Educação,Formação Docente (Associação Nacional de Pós-Graduação e Pesquisa em Educação),,2176-4360,https://revformacaodocente.com.br/index.php/rbpfp,Education: Special aspects of education | Education: Theory and practice of education,"teacher training, educational policies, training institutions",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://revformacaodocente.com.br/index.php/rbpfp/about#AcessoLivre,2026-09-19,2020-06-03T17:14:16Z,no_apc_open_access.csv,800,CC BY-NC-SA,Portuguese,Brazil,https://doaj.org/toc/0bebff60a89c41d595a63b7a34608737,https://www.revformacaodocente.com.br/index.php/rbpfp/about/submissions#authorGuidelines,https://revformacaodocente.com.br/index.php/rbpfp/about#AcessoLivre,https://revformacaodocente.com.br/index.php/rbpfp/about#AcessoLivre,0bebff60a89c41d595a63b7a34608737,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pós-Graduação e Pesquisa em Administração (ANPAD),BAR: Brazilian Administration Review,,1807-7692,https://bar.anpad.org.br/index.php/bar,Social Sciences: Commerce: Business,"management theory, management practice",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://bar.anpad.org.br/index.php/bar/policies,2026-09-19,2026-07-12T12:16:16Z,no_apc_open_access.csv,801,CC BY,"Portuguese, English",Brazil,https://doaj.org/toc/634f7a5623874d65a0e187ef19d9a3a3,https://bar.anpad.org.br/index.php/bar/submission,https://bar.anpad.org.br/index.php/bar/policies,,634f7a5623874d65a0e187ef19d9a3a3,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pós-Graduação e Pesquisa em Administração (ANPAD),RAC: Revista de Administração Contemporânea,1415-6555,1982-7849,http://www.scielo.br/scielo.php?script=sci_serial&pid=1415-6555&lng=en&nrm=iso,Social Sciences: Industries. Land use. Labor: Management. Industrial management | Social Sciences: Commerce: Business: Accounting. Bookkeeping,administration,Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://rac.anpad.org.br/index.php/rac/taxas,2026-09-19,2023-03-11T16:42:12Z,no_apc_open_access.csv,802,CC BY,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/cd79aaf6f6e34b7ba54167061786a1b3,https://rac.anpad.org.br/index.php/rac/about/submissions,https://rac.anpad.org.br/index.php/rac/taxas,,cd79aaf6f6e34b7ba54167061786a1b3,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pós-Graduação e Pesquisa em Planejamento Urbano e Regional (ANPUR),Revista Brasileira de Estudos Urbanos e Regionais,1517-4115,2317-1529,http://rbeur.anpur.org.br/rbeur/,Geography. Anthropology. Recreation: Human ecology. Anthropogeography | Social Sciences: Communities. Classes. Races: Urban groups. The city. Urban sociology,"urban, regional, planning, space, development, territory",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://rbeur.anpur.org.br/rbeur/about/submissions,2026-09-19,2025-11-17T11:16:30Z,no_apc_open_access.csv,803,CC BY,"Spanish, Portuguese, English",Brazil,https://doaj.org/toc/b35095859fd045baa1904a8b59e2e937,https://rbeur.anpur.org.br/rbeur/about/submissions,https://rbeur.anpur.org.br/rbeur/about/submissions,,b35095859fd045baa1904a8b59e2e937,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional de Pós-Graduação em Turismo,Revista Brasileira de Pesquisa em Turismo,,1982-6125,https://rbtur.org.br/,Geography. Anthropology. Recreation: Recreation. Leisure,"anthropology, geography, leisure, tourism, economics, business",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://rbtur.org.br/rbtur/about/submissions,2026-09-19,2020-06-17T17:38:51Z,no_apc_open_access.csv,804,CC BY,"English, Portuguese, Spanish",Brazil,https://doaj.org/toc/1214e1dde667461f81852bf92d495b4f,https://rbtur.org.br/rbtur/about/submissions,https://rbtur.org.br/rbtur/about/submissions,https://rbtur.org.br/rbtur/about/submissions,1214e1dde667461f81852bf92d495b4f,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Associação Nacional dos Cursos de Graduação em Administração,Administração: Ensino e Pesquisa,2177-6083,2358-0917,http://raep.emnuvens.com.br/raep,Social Sciences: Commerce: Business,"business administration, education in business administration",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://raep.emnuvens.com.br/raep/about/editorialPolicies#openAccessPolicy,2026-09-19,2020-03-09T17:20:21Z,no_apc_open_access.csv,805,CC BY,Portuguese,Brazil,https://doaj.org/toc/71d38f79cc7641509999a8c7795a0a77,http://raep.emnuvens.com.br/raep/about/submissions#authorGuidelines,http://raep.emnuvens.com.br/raep/about/editorialPolicies#openAccessPolicy,http://raep.emnuvens.com.br/raep/about/editorialPolicies#openAccessPolicy,71d38f79cc7641509999a8c7795a0a77,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
