publisher,journal_title,issn,eissn,journal_url,subject_area,scope,oa_model,fee_route,institution,apc_payable,other_fees,eligibility,agreement_start,agreement_end,annual_cap,article_types,evidence_status,record_status,source_url,policy_url,checked_on,source_updated,source_file,source_row,license,languages,country,doaj_url,instructions_url,apc_information_url,other_fees_url,source_record_id,notes
Annual Reviews,Annual Review of Statistics and Its Application,,,https://www.annualreviews.org/content/journals/statistics,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/statistics,2026-09-19,,subscribe_to_open.csv,57,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Virology,,,https://www.annualreviews.org/content/journals/virology,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/virology,2026-09-19,,subscribe_to_open.csv,58,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Vision Science,,,https://www.annualreviews.org/content/journals/vision,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/vision,2026-09-19,,subscribe_to_open.csv,59,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
De Gruyter,Nietzsche-Studien,,,https://www.degruyter.com/journal/key/niet/html,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.degruyter.com/journal/key/niet/html,2026-09-19,,subscribe_to_open.csv,60,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Duke University Press,Demography,,,https://read.dukeupress.edu/demography,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://read.dukeupress.edu/demography,2026-09-19,,subscribe_to_open.csv,61,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
EMS Press,Commentarii Mathematici Helvetici,,,https://ems.press/journals/cmh,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://ems.press/journals/cmh,2026-09-19,,subscribe_to_open.csv,62,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
EMS Press,L'Enseignement Mathematique,,,https://ems.press/journals/lem,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://ems.press/journals/lem,2026-09-19,,subscribe_to_open.csv,63,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
EMS Press,Portugaliae Mathematica,,,https://ems.press/journals/pm,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://ems.press/journals/pm,2026-09-19,,subscribe_to_open.csv,64,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
EMS Press,Rendiconti Lincei,,,https://ems.press/journals/rlm,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://ems.press/journals/rlm,2026-09-19,,subscribe_to_open.csv,65,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
EMS Press,Revista Matematica Iberoamericana,,,https://ems.press/journals/rmi,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://ems.press/journals/rmi,2026-09-19,,subscribe_to_open.csv,66,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
EMS Press,Zeitschrift fur Analysis und ihre Anwendungen,,,https://ems.press/journals/zaa,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://ems.press/journals/zaa,2026-09-19,,subscribe_to_open.csv,67,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
International Water Association,Water Science & Technology,,,https://iwaponline.com/wst,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://iwaponline.com/wst,2026-09-19,,subscribe_to_open.csv,68,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Karger,Developmental Neuroscience,,,https://karger.com/DNE,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://karger.com/DNE,2026-09-19,,subscribe_to_open.csv,69,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Karger,Pediatric Neurosurgery,,,https://karger.com/PNE,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://karger.com/PNE,2026-09-19,,subscribe_to_open.csv,70,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Liverpool University Press,International Development Planning Review,,,https://www.liverpooluniversitypress.co.uk/journal/idpr,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.liverpooluniversitypress.co.uk/journal/idpr,2026-09-19,,subscribe_to_open.csv,71,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Mathematical Sciences Publishers,Algebra & Number Theory,,,https://msp.org/publications/journals/#ant,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://msp.org/publications/journals/#ant,2026-09-19,,subscribe_to_open.csv,72,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Mathematical Sciences Publishers,Algebraic & Geometric Topology,,,https://msp.org/publications/journals/#agt,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://msp.org/publications/journals/#agt,2026-09-19,,subscribe_to_open.csv,73,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Mathematical Sciences Publishers,Geometry & Topology,,,https://msp.org/publications/journals/#gt,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://msp.org/publications/journals/#gt,2026-09-19,,subscribe_to_open.csv,74,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Mathematical Sciences Publishers,Pacific Journal of Mathematics,,,https://msp.org/publications/journals/#pjm,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://msp.org/publications/journals/#pjm,2026-09-19,,subscribe_to_open.csv,75,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Optica Publishing Group,Journal of the Optical Society of America B (JOSA B),,,https://www.optica.org/about/newsroom/news_releases/2026/optica_publishing_group_confirms_subscribe_to_open_implementation_for_josa_b/,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.optica.org/about/newsroom/news_releases/2026/optica_publishing_group_confirms_subscribe_to_open_implementation_for_josa_b/,2026-09-19,,subscribe_to_open.csv,76,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
Portland Press,Biochemical Society Transactions,,,,,,Subscribe to Open,s2o,any,0,no,2026 volume only; review article and invitation/proposal requirements apply.,2026-01-01,2026-12-31,,Review,publisher_policy,listed,https://www.biochemistry.org/about-us/news-media/biochemical-society-journals-s2o-decision-2026/,https://www.biochemistry.org/about-us/news-media/biochemical-society-journals-s2o-decision-2026/,2026-09-19,,subscribe_to_open.csv,77,,,,,,,,,2026 S2O confirmed; Biochemical Journal and Clinical Science explicitly NOT opened by S2O in 2026.
Portland Press,Essays in Biochemistry,,,,,,Subscribe to Open,s2o,any,0,no,2026 volume only; review article and invitation/proposal requirements apply.,2026-01-01,2026-12-31,,Review,publisher_policy,listed,https://www.biochemistry.org/about-us/news-media/biochemical-society-journals-s2o-decision-2026/,https://www.biochemistry.org/about-us/news-media/biochemical-society-journals-s2o-decision-2026/,2026-09-19,,subscribe_to_open.csv,78,,,,,,,,,2026 S2O confirmed; Biochemical Journal and Clinical Science explicitly NOT opened by S2O in 2026.
Sage,Netherlands Quarterly of Human Rights,,,https://journals.sagepub.com/home/nqh,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Check author guidelines,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://journals.sagepub.com/home/nqh,2026-09-19,,subscribe_to_open.csv,79,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees.
